question,answer
"Một lái xe mô tô đang di chuyển trên đường tỉnh giao thông (đường 2 làn) tại ngã tư đường C, tỉnh B vào lúc 22:30 ngày 12/5/2024, đã vi phạm hai hành vi giao thông sau: một là không cho phép xe cứu thương tiếp cận khi xe cứu thương đang di chuyển trên làn trái, và hai là vượt qua một chiếc xe đạp đang di chuyển trên làn phải tại điểm giao tiếp có biển báo ""Cấm vượt"" và không sử dụng đèn pha khi trời tối. Những hành vi vi phạm này thuộc quy định nào của Luật Giao thông đường bộ Việt Nam?","Đối với tình huống: Một lái xe mô tô đang di chuyển trên đường tỉnh giao thông (đường 2 làn) tại ngã tư đường C, tỉnh B vào lúc 22:30 ngày 12/5/2024, đã vi phạm hai hành vi giao thông sau: một là không cho phép xe cứu thương tiếp cận khi xe cứu thương đang di chuyển trên làn trái, và hai là vượt qua một chiếc xe đạp đang di chuyển trên làn phải tại điểm giao tiếp có biển báo ""Cấm vượt"" và không sử dụng đèn pha khi trời tối. Những hành vi vi phạm này thuộc quy định nào của Luật Giao thông đường bộ Việt Nam?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. Không cho phép xe cứu thương tiếp cận
Lái xe mô tô không cho phép xe cứu thương tiếp cận khi xe cứu thương đang di chuyển trên làn trái.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vượt qua xe đạp trên làn phải tại điểm giao tiếp có biển báo ""Cấm vượt"" và không sử dụng đèn pha khi trời tối
Lái xe mô tô vượt qua một chiếc xe đạp đang di chuyển trên làn phải tại điểm giao tiếp có biển báo ""Cấm vượt"" và không sử dụng đèn pha khi trời tối.
Mức phạt tiền: từ 2,000,000 – 6,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 2 tháng.
Căn cứ: Luật Giao thông đường bộ, 41, Xe cứu thương, xe cứu nạn, xe cứu hộ phải được ưu tiên và các phương tiện khác phải cho phép tiếp cận.; Luật Giao thông đường bộ, 46, Không được vượt qua xe trên làn phải tại điểm giao tiếp có biển báo ""Cấm vượt"".; Luật Giao thông đường bộ, 45, Phải sử dụng đèn pha khi trời tối..
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 7,000,000 đến 16,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 5 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 7,000,000 – 16,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Vào lúc 14h00, trên đoạn đường quốc lộ 1A tại khu vực trung tâm thành phố Đà Nẵng, một chiếc xe máy đang di chuyển, người lái đã vi phạm quy định không đội mũ bảo hiểm và vượt qua làn đường dành cho xe tải mà không kiểm tra chỗ trống; trong tình huống này, những quy định giao thông nào được vi phạm?","Đối với tình huống: Vào lúc 14h00, trên đoạn đường quốc lộ 1A tại khu vực trung tâm thành phố Đà Nẵng, một chiếc xe máy đang di chuyển, người lái đã vi phạm quy định không đội mũ bảo hiểm và vượt qua làn đường dành cho xe tải mà không kiểm tra chỗ trống; trong tình huống này, những quy định giao thông nào được vi phạm?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2019, xử lý như sau:
1. Không đội mũ bảo hiểm khi lái xe máy
Người lái xe máy không đội mũ bảo hiểm khi di chuyển trên đường.
Mức phạt tiền: từ 500,000 – 500,000 đồng.
2. Vượt qua xe tải không kiểm tra chỗ trống
Người lái xe máy vượt qua xe tải mà không kiểm tra chỗ trống, vi phạm quy định về vượt qua xe tải.
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2019, 60, Người lái xe máy phải đội mũ bảo hiểm khi di chuyển trên đường.; Luật Giao thông đường bộ 2019, 66, Người lái xe không được vượt qua xe tải, xe buýt, xe tải tải trọng lớn khi không kiểm tra chỗ trống..
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 1500000 đến 1500000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 1,500,000 – 1,500,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Vào lúc 23h15 ngày 12/8/2023, trên đường tỉnh thành D1 tại ngã tư Hai Bà Trưng – Trần Hưng Đạo, một chiếc xe máy màu xanh của anh Minh đã đi vòng 3 đường chéo và lái xe khi say rượu; anh Minh sẽ bị xử lý hình thức và mức phạt nào theo Luật Giao thông Đường bộ Việt Nam?","Đối với tình huống: Vào lúc 23h15 ngày 12/8/2023, trên đường tỉnh thành D1 tại ngã tư Hai Bà Trưng – Trần Hưng Đạo, một chiếc xe máy màu xanh của anh Minh đã đi vòng 3 đường chéo và lái xe khi say rượu; anh Minh sẽ bị xử lý hình thức và mức phạt nào theo Luật Giao thông Đường bộ Việt Nam?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. đi vòng
đi vòng 3 đường chéo
Mức phạt tiền: từ 500,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. lái xe khi say rượu
lái xe khi say rượu
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
Căn cứ: Luật Giao thông đường bộ, 55, đi vòng; Luật Giao thông đường bộ, 56, lái xe khi say rượu.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 1500000 đến 4000000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 1,500,000 – 4,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Vào lúc 10:30 sáng, trên đường bộ tỉnh Bình Định, giao lộ chéo đường cao tốc Hà Nội - Đà Nẵng tại điểm giao điểm giữa đường số 1 và đường sông, một người lái xe tải tải hàng (đăng ký biển số 5A12345) đã thực hiện hai hành vi vi phạm giao thông: 1) đi ngược chiều giao thông khi vào chỗ giao lộ, và 2) vượt quá tốc độ quy định 60 km/h trên đoạn đường thắt hẹp có giới hạn tốc độ 40 km/h. Vậy đây là những vi phạm nào theo Luật Giao thông Đường bộ Việt Nam và hậu quả pháp lý có thể áp dụng cho người lái xe?","Đối với tình huống: Vào lúc 10:30 sáng, trên đường bộ tỉnh Bình Định, giao lộ chéo đường cao tốc Hà Nội - Đà Nẵng tại điểm giao điểm giữa đường số 1 và đường sông, một người lái xe tải tải hàng (đăng ký biển số 5A12345) đã thực hiện hai hành vi vi phạm giao thông: 1) đi ngược chiều giao thông khi vào chỗ giao lộ, và 2) vượt quá tốc độ quy định 60 km/h trên đoạn đường thắt hẹp có giới hạn tốc độ 40 km/h. Vậy đây là những vi phạm nào theo Luật Giao thông Đường bộ Việt Nam và hậu quả pháp lý có thể áp dụng cho người lái xe?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ Việt Nam, xử lý như sau:
1. Đi ngược chiều giao thông
Lái xe tải vào chỗ giao lộ ngược chiều giao thông
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vượt quá tốc độ quy định
Lái xe tải vượt tốc độ 60 km/h trên đoạn đường thắt hẹp có giới hạn 40 km/h
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ Việt Nam, 70, Đi ngược chiều giao thông; Luật Giao thông đường bộ Việt Nam, 71, Vượt quá tốc độ quy định.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2000000 đến 6000000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,000,000 – 6,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Tại lúc 23h00, 1 chiếc xe máy đang di chuyển trên đường cao tốc ở cổng Châu B vừa vượt quá tốc độ quy định 90 km/h và không đeo mũ bảo hiểm, đồng thời một chiếc xe tải tải hàng trên đường cùng tuyến đã vượt quá giới hạn tốc độ 80 km/h và rẽ trái vào vòng giao thông khi tín hiệu là màu đỏ. Bạn đánh giá quy định luật giao thông nào áp dụng cho hai hành vi vi phạm này?","Đối với tình huống: Tại lúc 23h00, 1 chiếc xe máy đang di chuyển trên đường cao tốc ở cổng Châu B vừa vượt quá tốc độ quy định 90 km/h và không đeo mũ bảo hiểm, đồng thời một chiếc xe tải tải hàng trên đường cùng tuyến đã vượt quá giới hạn tốc độ 80 km/h và rẽ trái vào vòng giao thông khi tín hiệu là màu đỏ. Bạn đánh giá quy định luật giao thông nào áp dụng cho hai hành vi vi phạm này?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2005, xử lý như sau:
1. Xe máy vượt tốc độ 90 km/h trên đường cao tốc
Vượt tốc độ quy định trên đường cao tốc tại cổng Châu B lúc 23h00.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
2. Xe máy không đeo mũ bảo hiểm
Không đeo mũ bảo hiểm khi điều khiển xe máy.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
3. Xe tải vượt tốc độ 80 km/h trên đường cùng tuyến
Vượt tốc độ quy định trên đường cùng tuyến.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
4. Xe tải rẽ trái vào vòng giao thông khi tín hiệu đỏ
Rẽ trái vào vòng giao thông khi tín hiệu là màu đỏ.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2005, 59, 1; Luật Giao thông đường bộ 2005, 60, 1; Luật Giao thông đường bộ 2005, 59, 1; Luật Giao thông đường bộ 2005, 62, 1.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 10,000,000 đến 18,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 10,000,000 – 18,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Vào lúc 19:30 phút thứ 4, trên đường quốc lộ 1A, gần khu vực giao lộ Tân An, một chiếc xe tải tải hàng nhẹ đang di chuyển trên mặt đường một chiều, khi đến giao lộ với đường 2, xe tiếp tục di chuyển ngay sau khi tín hiệu giao thông đã chuyển sang màu đỏ, đồng thời vượt quá tốc độ quy định 60 km/h cho khu vực này. Ngoài ra, chiếc xe còn không đội mũ bảo hiểm cho người lái và không đội dây an toàn cho hành khách. Hỏi rằng trong tình huống này, những vi phạm giao thông nào sẽ được xử lý theo pháp luật hiện hành và mức phạt tương ứng?","Đối với tình huống: Vào lúc 19:30 phút thứ 4, trên đường quốc lộ 1A, gần khu vực giao lộ Tân An, một chiếc xe tải tải hàng nhẹ đang di chuyển trên mặt đường một chiều, khi đến giao lộ với đường 2, xe tiếp tục di chuyển ngay sau khi tín hiệu giao thông đã chuyển sang màu đỏ, đồng thời vượt quá tốc độ quy định 60 km/h cho khu vực này. Ngoài ra, chiếc xe còn không đội mũ bảo hiểm cho người lái và không đội dây an toàn cho hành khách. Hỏi rằng trong tình huống này, những vi phạm giao thông nào sẽ được xử lý theo pháp luật hiện hành và mức phạt tương ứng?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2008 (sửa đổi, bổ sung 2019), xử lý như sau:
1. Vi phạm tín hiệu giao thông (đi qua khi tín hiệu chuyển sang đỏ)
Xe tải tiếp tục di chuyển ngay sau khi tín hiệu giao thông chuyển sang màu đỏ.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
2. Vi phạm tốc độ
Xe tải vượt quá tốc độ quy định 60 km/h cho khu vực.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
3. Không đội mũ bảo hiểm cho người lái
Người lái xe tải không đội mũ bảo hiểm.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
4. Không đội dây an toàn cho hành khách
Hành khách trên xe tải không đội dây an toàn.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2008 (sửa đổi, bổ sung 2019), 68, Điều 68. Vi phạm quy định về tín hiệu giao thông; Luật Giao thông đường bộ 2008 (sửa đổi, bổ sung 2019), 70, Điều 70. Vi phạm tốc độ; Luật Giao thông đường bộ 2008 (sửa đổi, bổ sung 2019), 71, Điều 71. Vi phạm quy định về an toàn giao thông (mũ bảo hiểm, dây an toàn).
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 8,000,000 đến 16,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 18 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 8,000,000 – 16,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Trong một tình huống xảy ra vào lúc 4 giờ chiều ngày 15 tháng 6 năm 2023, tại đường cao tốc Hoàng Liệt, tỉnh Thủ Đức, một chiếc ô tô riêng đang di chuyển với tốc độ 110 km/h (đi quá giới hạn 90 km/h) và vào vòng tròn giao thông khi đèn giao thông đang tín hiệu đỏ. Xác định những hành vi vi phạm giao thông nào mà người lái xe đã phạm phải và những quy định pháp luật liên quan.","Đối với tình huống: Trong một tình huống xảy ra vào lúc 4 giờ chiều ngày 15 tháng 6 năm 2023, tại đường cao tốc Hoàng Liệt, tỉnh Thủ Đức, một chiếc ô tô riêng đang di chuyển với tốc độ 110 km/h (đi quá giới hạn 90 km/h) và vào vòng tròn giao thông khi đèn giao thông đang tín hiệu đỏ. Xác định những hành vi vi phạm giao thông nào mà người lái xe đã phạm phải và những quy định pháp luật liên quan.
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2019, xử lý như sau:
1. Vi phạm tốc độ vượt quá giới hạn 20 km/h
Ô tô di chuyển 110 km/h trên giới hạn 90 km/h.
Mức phạt tiền: từ 10,000,000 – 20,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vi phạm tín hiệu giao thông: vào vòng tròn giao thông khi đèn đỏ
Ô tô vào vòng tròn giao thông khi tín hiệu đỏ.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2019, 74, Vi phạm quy định về tốc độ khi vượt quá giới hạn 20 km/h; Luật Giao thông đường bộ 2019, 71, Vi phạm quy định về tín hiệu giao thông.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 15000000 đến 30000000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 15,000,000 – 30,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Tại một ngã tư đường chính, giữa 14h30 và 15h30, vào ngày 12/08/2024, anh B lái xe tải có trọng tải 12 tấn, đi từ phía phía Bắc đến phía Nam trên đường chợ Bến Thành, quận 1, thành phố Hồ Chí Minh, với tốc độ 45 km/h (đi trên giới hạn tốc độ 35 km/h cho đường này). Khi tới ngã tư với giao lộ đường đèn tín hiệu, anh B đã vượt quá ngưỡng tín hiệu xanh, thực hiện rẽ trái mà không đỗ xe trước khi rẽ, và sau đó, ngay sau khi rẽ, anh B dừng lại, đặt xe tải ngay trong lề đường chưa được bố trí là vùng dừng, nơi có biển báo “Cấm dừng xe”. Trường hợp này vi phạm những quy định nào trong Luật Giao thông Đường bộ Việt Nam?","Đối với tình huống: What are the legal consequences for a driver who exceeded the speed limit, failed to stop before a traffic signal, and stopped in a prohibited area in Vietnam?
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:
The driver will be fined a total of 70 000 VND (30 000 VND for speeding, 25 000 VND for running a red light, 15 000 VND for stopping in a prohibited area) and will have his driving licence suspended for 1 month.  The fines are cumulative, and the licence suspension is based on the most serious offence (speeding)."
"Một lái xe xe máy ở đường phố giao thông đô thị, lúc 7 giờ tối, đang di chuyển trên đường bộ có 4 làn xe, tốc độ di chuyển 65 km/h khi tốc độ quy định là 50 km/h, đồng thời lẻ trượt tại giao lộ có đèn tín hiệu đỏ; bên cạnh đó, lái xe còn không đội mũ bảo hiểm. Trong tình huống này, các hành vi vi phạm giao thông nào mà người lái xe đã phạm?","Đối với tình huống: Một lái xe xe máy ở đường phố giao thông đô thị, lúc 7 giờ tối, đang di chuyển trên đường bộ có 4 làn xe, tốc độ di chuyển 65 km/h khi tốc độ quy định là 50 km/h, đồng thời lẻ trượt tại giao lộ có đèn tín hiệu đỏ; bên cạnh đó, lái xe còn không đội mũ bảo hiểm. Trong tình huống này, các hành vi vi phạm giao thông nào mà người lái xe đã phạm?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. Vượt quá tốc độ quy định
Đang di chuyển với tốc độ 65 km/h khi tốc độ quy định là 50 km/h trên đường bộ có 4 làn xe.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
2. Lẻ trượt tại giao lộ có đèn tín hiệu đỏ
Lái xe không dừng lại khi đèn tín hiệu đỏ.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
3. Không đội mũ bảo hiểm
Lái xe không đội mũ bảo hiểm khi lái xe máy.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
Căn cứ: Luật Giao thông đường bộ, 71, Vi phạm tốc độ quy định; Luật Giao thông đường bộ, 73, Vi phạm tín hiệu giao thông; Luật Giao thông đường bộ, 78, Vi phạm bảo hộ người lái xe.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 15,000,000 đến 30,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 15,000,000 – 30,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 1 tháng."
"Vào ngày 15 tháng 8 năm 2023 lúc 20:45, tại ngã tư đường Võ Văn Kiệt, đường phố 2, Thành phố Hồ Chí Minh, một chiếc xe máy màu xanh di chuyển trên đường hai làn phía đông không đeo mũ bảo hiểm khi vượt qua đèn giao thông đỏ và ngay sau đó tiếp cận một chiếc xe tải tải hàng, không giữ khoảng cách an toàn và vượt qua xe tải ngay trước khi đèn chuyển sang xanh. Trong tình huống này, vi phạm giao thông nào được coi là vi phạm theo Luật Giao thông Vận tải Việt Nam và những hình thức trừng phạt có thể áp dụng?","Đối với tình huống: Vào ngày 15 tháng 8 năm 2023 lúc 20:45, tại ngã tư đường Võ Văn Kiệt, đường phố 2, Thành phố Hồ Chí Minh, một chiếc xe máy màu xanh di chuyển trên đường hai làn phía đông không đeo mũ bảo hiểm khi vượt qua đèn giao thông đỏ và ngay sau đó tiếp cận một chiếc xe tải tải hàng, không giữ khoảng cách an toàn và vượt qua xe tải ngay trước khi đèn chuyển sang xanh. Trong tình huống này, vi phạm giao thông nào được coi là vi phạm theo Luật Giao thông Vận tải Việt Nam và những hình thức trừng phạt có thể áp dụng?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông Vận tải Việt Nam, xử lý như sau:
1. Không đội mũ bảo hiểm khi di chuyển trên đường
Xe máy không đội mũ bảo hiểm khi di chuyển trên đường hai làn phía đông.
Mức phạt tiền: từ 500,000 – 500,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vượt đèn giao thông đỏ
Xe máy vượt qua đèn giao thông đỏ tại ngã tư.
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
3. Không giữ khoảng cách an toàn và vượt xe tải quá gần
Xe máy không giữ khoảng cách an toàn và vượt xe tải ngay trước khi đèn chuyển sang xanh.
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
Căn cứ: Luật Giao thông Vận tải Việt Nam, 55, điều 55; Luật Giao thông Vận tải Việt Nam, 56, điều 56; Luật Giao thông Vận tải Việt Nam, 57, điều 57.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2500000 đến 2500000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,500,000 – 2,500,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Vào lúc 7 giờ sáng ngày 20/5/2024, tại giao lộ đường cao tốc Việt Trì–Huế, một chiếc xe tải đang chạy với tốc độ 140 km/h (vượt quá giới hạn 100 km/h) và không bật còi khi vào hầm giao thông; ngay đồng thời, một chiếc xe máy đang đi ngược chiều trên mặt đường chính và không đội mũ bảo hiểm khi tham gia giao thông đường bộ. Hãy nêu các quy định vi phạm giao thông mà hai phương tiện này đã vi phạm và mức phạt tương ứng theo Luật Giao thông Vận tải Việt Nam.","Đối với tình huống: Vào lúc 7 giờ sáng ngày 20/5/2024, tại giao lộ đường cao tốc Việt Trì–Huế, một chiếc xe tải đang chạy với tốc độ 140 km/h (vượt quá giới hạn 100 km/h) và không bật còi khi vào hầm giao thông; ngay đồng thời, một chiếc xe máy đang đi ngược chiều trên mặt đường chính và không đội mũ bảo hiểm khi tham gia giao thông đường bộ. Hãy nêu các quy định vi phạm giao thông mà hai phương tiện này đã vi phạm và mức phạt tương ứng theo Luật Giao thông Vận tải Việt Nam.
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông Vận tải Việt Nam, xử lý như sau:
1. Vượt quá giới hạn tốc độ
Xe tải chạy 140 km/h trên đường cao tốc Việt Trì–Huế, giới hạn 100 km/h
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
2. Không bật còi khi vào hầm giao thông
Không bật còi khi vào hầm giao thông
Mức phạt tiền: từ 500,000 – 500,000 đồng.
3. Không đội mũ bảo hiểm
Xe máy đi ngược chiều trên mặt đường chính và không đội mũ bảo hiểm khi tham gia giao thông đường bộ
Mức phạt tiền: từ 500,000 – 500,000 đồng.
Căn cứ: Luật Giao thông Vận tải Việt Nam, 84, Điều 84; Luật Giao thông Vận tải Việt Nam, 86, Điều 86; Luật Giao thông Vận tải Việt Nam, 86, Điều 86.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2,000,000 đến 2,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 1 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,000,000 – 2,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 1 tháng."
"Vào lúc 15h10 ngày 15/04/2024, trên đường tỉnh 12 tại thành phố Đà Nẵng, một chiếc xe tải tải hàng đang di chuyển ngược chiều, không bật đèn pha vào ban đêm, vượt quá tốc độ quy định 40 km/h và không dừng lại khi gặp đèn giao thông đỏ. Trong tình huống này, cơ quan chức năng có thể xử lý những hành vi vi phạm giao thông nào?","Đối với tình huống: Vào lúc 15h10 ngày 15/04/2024, trên đường tỉnh 12 tại thành phố Đà Nẵng, một chiếc xe tải tải hàng đang di chuyển ngược chiều, không bật đèn pha vào ban đêm, vượt quá tốc độ quy định 40 km/h và không dừng lại khi gặp đèn giao thông đỏ. Trong tình huống này, cơ quan chức năng có thể xử lý những hành vi vi phạm giao thông nào?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. Chạy ngược chiều đường
Xe tải di chuyển ngược chiều trên đường tỉnh 12
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Không bật đèn pha vào ban đêm
Xe tải không bật đèn pha khi di chuyển vào ban đêm
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
3. Vượt quá tốc độ quy định
Xe tải vượt tốc độ quy định 40 km/h
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
4. Không dừng lại khi gặp đèn giao thông đỏ
Xe tải không dừng lại khi gặp đèn giao thông đỏ
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ, 62, Điều 62; Luật Giao thông đường bộ, 63, Điều 63; Luật Giao thông đường bộ, 64, Điều 64; Luật Giao thông đường bộ, 65, Điều 65; Luật Giao thông đường bộ, 66, Điều 66.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 4,000,000 đến 12,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 4,000,000 – 12,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
