question,answer
"Vào lúc 6h30 sáng ngày 15/08/2024, trên đường tỉnh lộ 12, khu vực ngã tư trung tâm thành phố Bà Rịa, một chiếc xe tải tải hàng cố gắng vượt qua vòng giao thông để vào một lối thoát, trong khi một chiếc xe máy đang di chuyển ngay phía trước theo hướng trái ngược, và người lái xe tải đã phanh đột ngột khiến xe máy bị đẩy ra khỏi quang cảnh giao thông. Cả hai hành vi nào đây là vi phạm hành chính theo Luật Giao thông đường bộ Việt Nam?","Đối với tình huống: Vào lúc 6h30 sáng ngày 15/08/2024, trên đường tỉnh lộ 12, khu vực ngã tư trung tâm thành phố Bà Rịa, một chiếc xe tải tải hàng cố gắng vượt qua vòng giao thông để vào một lối thoát, trong khi một chiếc xe máy đang di chuyển ngay phía trước theo hướng trái ngược, và người lái xe tải đã phanh đột ngột khiến xe máy bị đẩy ra khỏi quang cảnh giao thông. Cả hai hành vi nào đây là vi phạm hành chính theo Luật Giao thông đường bộ Việt Nam?
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:"
"Vào lúc 18h30 ngày 22/10/2023, trên đoạn đường tỉnh thôn Trường Sơn, một chiếc xe tải tải container 2 chiếc do anh B lái, anh B vừa vượt tốc độ quy định 60 km/h (vượt 20 km/h), vừa chạy đèn đỏ tại ngã tư đường Tân Lập, và đồng thời cũng không đội mũ bảo hiểm (điều luật giao thông cho phép mũ bảo hiểm khi lái xe máy, nhưng đối với xe tải không bắt buộc, tuy nhiên anh B không dừng lại khi đến trạm kiểm tra an toàn giao thông). Bạn đánh giá các vi phạm của anh B và áp dụng quy định pháp luật giao thông Việt Nam.","Đối với tình huống: Vào lúc 18h30 ngày 22/10/2023, trên đoạn đường tỉnh thôn Trường Sơn, một chiếc xe tải tải container 2 chiếc do anh B lái, anh B vừa vượt tốc độ quy định 60 km/h (vượt 20 km/h), vừa chạy đèn đỏ tại ngã tư đường Tân Lập, và đồng thời cũng không đội mũ bảo hiểm (điều luật giao thông cho phép mũ bảo hiểm khi lái xe máy, nhưng đối với xe tải không bắt buộc, tuy nhiên anh B không dừng lại khi đến trạm kiểm tra an toàn giao thông). Bạn đánh giá các vi phạm của anh B và áp dụng quy định pháp luật giao thông Việt Nam.
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. Vượt tốc độ 20 km/h
Đã vượt tốc độ quy định 60 km/h lên 80 km/h trên đoạn đường tỉnh thôn Trường Sơn.
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
2. Chạy đèn đỏ
Đã chạy đèn đỏ tại ngã tư đường Tân Lập.
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
3. Không dừng lại tại trạm kiểm tra an toàn giao thông
Đã không dừng lại khi đến trạm kiểm tra an toàn giao thông.
Mức phạt tiền: từ 1,000,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
Căn cứ: Luật Giao thông đường bộ, 71, 1; Luật Giao thông đường bộ, 73, 1; Luật Giao thông đường bộ, 73, 2.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 3,000,000 đến 3,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 3,000,000 – 3,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 1 tháng."
"Vào lúc 6 giờ sáng thứ Bảy, trên đoạn đường bộ tỉnh Bà Rịa‑Vũng Tàu, một chiếc xe tải đang vận chuyển hàng hóa vượt quá giới hạn tốc độ 30 km/h và tiếp tục chạy khi gặp biển báo “Đường kẹp xe” mà không dừng lại, trong khi một chiếc xe máy chạy ngược chiều trên cùng đoạn đường, không dừng lại khi gặp đèn giao thông đỏ và không đeo mũ bảo hiểm. Hai hành vi vi phạm giao thông nào đang được vi phạm trong tình huống này?","Đối với tình huống: Vào lúc 6 giờ sáng thứ Bảy, trên đoạn đường bộ tỉnh Bà Rịa‑Vũng Tàu, một chiếc xe tải đang vận chuyển hàng hóa vượt quá giới hạn tốc độ 30 km/h và tiếp tục chạy khi gặp biển báo “Đường kẹp xe” mà không dừng lại, trong khi một chiếc xe máy chạy ngược chiều trên cùng đoạn đường, không dừng lại khi gặp đèn giao thông đỏ và không đeo mũ bảo hiểm. Hai hành vi vi phạm giao thông nào đang được vi phạm trong tình huống này?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2008, xử lý như sau:
1. Vượt quá giới hạn tốc độ 30 km/h
Xe tải vượt quá giới hạn tốc độ quy định trên đoạn đường bộ tỉnh Bà Rịa‑Vũng Tàu.
Mức phạt tiền: từ 3,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
2. Không đeo mũ bảo hiểm
Xe máy không đeo mũ bảo hiểm khi điều khiển xe máy trên đoạn đường bộ.
Mức phạt tiền: từ 1,500,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2008, 70, Vượt quá giới hạn tốc độ; Luật Giao thông đường bộ 2008, 71, Không đeo mũ bảo hiểm.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 4,500,000 đến 13,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 9 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 4,500,000 – 13,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Vào lúc 10h30 sáng ngày 12/6/2023, tại giao lộ Hai Bà Trưng, đường 1A, quận 1, thành phố Hồ Chí Minh, một chiếc xe máy đang di chuyển trên đường hai chiều, vượt quá giới hạn tốc độ 40 km/h, đi ngược chiều và không đội mũ bảo hiểm. Theo Luật Giao thông đường bộ Việt Nam, người lái xe này vi phạm những quy định nào và bị xử lý hình thức và mức phạt như thế nào?","Đối với tình huống: Xe máy điều khiển trên đường hai chiều vượt tốc độ 40 km/h, đi ngược chiều, không đội mũ bảo hiểm. Tính tiền phạt và tước GPLX.
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ (Luật số 30/2004/QH14, sửa đổi 2019), xử lý như sau:
1. Vượt tốc độ 40 km/h
Xe máy vượt giới hạn tốc độ 40 km/h trên đường hai chiều.
2. Đi ngược chiều
Xe máy đi ngược chiều trên đường hai chiều.
3. Không đội mũ bảo hiểm
Lái xe không đội mũ bảo hiểm khi điều khiển xe máy.
Căn cứ: Luật Giao thông đường bộ (Luật số 30/2004/QH14, sửa đổi 2019), 62, 1; Luật Giao thông đường bộ (Luật số 30/2004/QH14, sửa đổi 2019), 63, 1; Luật Giao thông đường bộ (Luật số 30/2004/QH14, sửa đổi 2019), 64, 1.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 5000000 đến 12000000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Một chiếc xe tải tải trọng 2.5 tấn đang di chuyển trên đường hai chiều 4 làn tại ngã tư Hai Bà Trưng – Lê Thánh Tôn, Hà Nội vào lúc 5:00 chiều thứ tư, đã không dừng lại khi đường đèn đỏ và tiếp tục đi qua biển báo dừng tại giao lộ. Trong tình huống này, xe đã vi phạm những quy định nào?","Đối với tình huống: Một chiếc xe tải tải trọng 2.5 tấn đang di chuyển trên đường hai chiều 4 làn tại ngã tư Hai Bà Trưng – Lê Thánh Tôn, Hà Nội vào lúc 5:00 chiều thứ tư, đã không dừng lại khi đường đèn đỏ và tiếp tục đi qua biển báo dừng tại giao lộ. Trong tình huống này, xe đã vi phạm những quy định nào?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. Không dừng lại khi đường đèn đỏ
Xe tải không dừng lại khi đèn đỏ và tiếp tục đi qua giao lộ.
Mức phạt tiền: từ 10,000,000 – 20,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
2. Không dừng lại khi biển báo dừng
Xe tải tiếp tục đi qua biển báo dừng tại giao lộ.
Mức phạt tiền: từ 10,000,000 – 20,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
Căn cứ: Luật Giao thông đường bộ, 122, đi qua đèn đỏ; Luật Giao thông đường bộ, 122, đi qua biển báo dừng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (từ 20.000.000 đến 40.000.000 đồng), và có nguy cơ bị tước GPLX tối đa 12 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 20,000,000 – 40,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Vào lúc 18:45 ngày 5/10/2023, tại chặng đường băng 1 của Đại lộ Hà Nội – Cầu Giấy, một chiếc ô tô hành khách 10 chỗ, do anh Lê lái, vi phạm quy định không bật đèn pha trong điều kiện thiếu sáng và vượt qua đèn giao thông đang đỏ, đồng thời vượt quá giới hạn tốc độ 70 km/h khi đang chạy 90 km/h. Trong tình huống này, anh Lê sẽ bị xử lý hình sự như thế nào?","Đối với tình huống: Vào lúc 18:45 ngày 5/10/2023, tại chặng đường băng 1 của Đại lộ Hà Nội – Cầu Giấy, một chiếc ô tô hành khách 10 chỗ, do anh Lê lái, vi phạm quy định không bật đèn pha trong điều kiện thiếu sáng và vượt qua đèn giao thông đang đỏ, đồng thời vượt quá giới hạn tốc độ 70 km/h khi đang chạy 90 km/h. Trong tình huống này, anh Lê sẽ bị xử lý hình sự như thế nào?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2009, xử lý như sau:
1. Không bật đèn pha trong điều kiện thiếu sáng
Lái xe không bật đèn pha khi điều kiện thiếu sáng.
Mức phạt tiền: từ 3,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
2. Vượt qua đèn giao thông đang đỏ
Lái xe vượt qua đèn giao thông đang đỏ.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
3. Vượt quá giới hạn tốc độ 70 km/h khi đang chạy 90 km/h
Lái xe vượt quá giới hạn tốc độ quy định.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
Căn cứ: Luật Giao thông đường bộ 2009, 30, Điều 30; Luật Giao thông đường bộ 2009, 31, Điều 31; Luật Giao thông đường bộ 2009, 32, Điều 32.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 13 000 000 đến 25 000 000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 13,000,000 – 25,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 1 tháng."
"Trong tình huống sau, người lái xe đang điều khiển một chiếc xe tải tải hàng vào ngày 12/05/2023, lúc 23h45, trên đoạn đường cao tốc Hà Nội – Hồ Chí Minh qua khu vực Ninh Kiều, đã vượt tốc độ quy định, thực hiện vượt đường cấm và không đội mũ bảo hiểm. Bạn hãy phân tích các hành vi vi phạm, luật giao thông vi phạm và trách nhiệm pháp lý của người lái xe.","Đối với tình huống: Trong tình huống sau, người lái xe đang điều khiển một chiếc xe tải tải hàng vào ngày 12/05/2023, lúc 23h45, trên đoạn đường cao tốc Hà Nội – Hồ Chí Minh qua khu vực Ninh Kiều, đã vượt tốc độ quy định, thực hiện vượt đường cấm và không đội mũ bảo hiểm. Bạn hãy phân tích các hành vi vi phạm, luật giao thông vi phạm và trách nhiệm pháp lý của người lái xe.
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2009, xử lý như sau:
1. Vượt tốc độ quy định
Đã vượt tốc độ quy định trên đường cao tốc Hà Nội – Hồ Chí Minh qua khu vực Ninh Kiều.
Mức phạt tiền: từ 1,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vượt đường cấm
Thực hiện vượt đường cấm trên đoạn đường cao tốc.
Mức phạt tiền: từ 1,000,000 – 5,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
3. Không đội mũ bảo hiểm
Không đội mũ bảo hiểm khi điều khiển xe tải.
Mức phạt tiền: từ 500,000 – 2,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
Căn cứ: Luật Giao thông đường bộ 2009, 30; Luật Giao thông đường bộ 2009, 31; Luật Giao thông đường bộ 2009, 23.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2500000 đến 12000000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,500,000 – 12,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Có một người lái xe ô tô trên đường tỉnh thành tại Hà Nội lúc 20h00, đang di chuyển với tốc độ 90 km/h trên đoạn đường rộng 3 vỉ, anh ta không đeo dây an toàn và vượt qua đèn tín hiệu đỏ của một đèn giao thông. Trong tình huống này, có ít nhất hai hành vi vi phạm giao thông. Hỏi các quy định pháp luật hiện hành quy định gì và mức phạt có thể áp dụng?","Đối với tình huống: Có một người lái xe ô tô trên đường tỉnh thành tại Hà Nội lúc 20h00, đang di chuyển với tốc độ 90 km/h trên đoạn đường rộng 3 vỉ, anh ta không đeo dây an toàn và vượt qua đèn tín hiệu đỏ của một đèn giao thông. Trong tình huống này, có ít nhất hai hành vi vi phạm giao thông. Hỏi các quy định pháp luật hiện hành quy định gì và mức phạt có thể áp dụng?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ 2019, xử lý như sau:
1. Không đeo dây an toàn
Lái xe không đeo dây an toàn khi di chuyển trên đường bộ.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Vượt qua đèn tín hiệu đỏ
Lái xe vượt qua đèn tín hiệu đỏ của đèn giao thông.
Mức phạt tiền: từ 10,000,000 – 20,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
3. Vượt quá tốc độ quy định
Lái xe di chuyển với tốc độ 90 km/h trên đường tỉnh thành, vượt quá giới hạn tốc độ 80 km/h cho ô tô.
Mức phạt tiền: từ 5,000,000 – 10,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ 2019, 70, Điều 70; Luật Giao thông đường bộ 2019, 73, Điều 73; Luật Giao thông đường bộ 2019, 71, Điều 71.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 20 đến 40 triệu đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 20,000,000 – 40,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Trong lúc vào cuối tuần, vào lúc 5h sáng thứ Bảy, tại ngã tư đường Nguyễn Thị Minh Khai - Đường 2 (đường chính) ở phường Hòa Thạnh, quận Tân Phú, TP. Hồ Chí Minh, một chiếc xe máy mô tô 250cc của anh Nguyễn Vĩnh Quang đang di chuyển nhanh, vượt qua vạch đèn đỏ và tiếp tục vào khung giao thông, không dừng lại khi gặp đèn xanh cho xe tải phía trước. Trước khi rời ngã tư, anh Vĩnh Quang còn không đeo dây an toàn khi ngồi trên xe máy. Hỏi: Vi phạm giao thông nào mà anh Vĩnh Quang đã gây ra trong tình huống này, và theo quy định của Bộ luật Giao thông đường bộ 2023, anh có thể bị phạt gì?","Đối với tình huống: Bạn đang lái xe máy, bạn đã vượt vạch đèn đỏ và tiếp tục vào khung giao thông, không dừng lại khi đèn xanh cho xe tải phía trước, và không đeo dây an toàn khi ngồi trên xe. Bạn cần biết những vi phạm này là gì, mức phạt và tước GPLX có thể xảy ra.
Theo Luật Giao thông đường bộ Việt Nam, Bộ luật Giao thông đường bộ 2023, xử lý như sau:
1. Vượt vạch đèn đỏ
Xe máy vượt vạch đèn đỏ và tiếp tục vào khung giao thông.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
2. Không dừng lại khi đèn xanh cho xe tải phía trước
Xe máy không dừng lại khi gặp đèn xanh cho xe tải phía trước.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
3. Không đeo dây an toàn khi di chuyển
Xe máy không đeo dây an toàn khi ngồi trên xe.
Mức phạt tiền: từ 500,000 – 1,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 1 tháng.
Căn cứ: Bộ luật Giao thông đường bộ 2023, 44, điều 44; Bộ luật Giao thông đường bộ 2023, 45, điều 45; Bộ luật Giao thông đường bộ 2023, 46, điều 46.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2500000 đến 7000000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,500,000 – 7,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 3 tháng."
"Một người lái xe tải trên đường quốc lộ 1, tại ngã tư Nguyễn Trãi, vào lúc 08h30 sáng thứ Tư, đang di chuyển với tốc độ 90 km/h (vượt quá giới hạn 70 km/h) và tiếp tục chạy khi đèn tín hiệu chuyển sang đỏ mà không chờ đèn xanh. Hành vi nào là vi phạm pháp luật giao thông và quy định nào áp dụng?","Đối với tình huống: Một người lái xe tải trên đường quốc lộ 1, tại ngã tư Nguyễn Trãi, vào lúc 08h30 sáng thứ Tư, đang di chuyển với tốc độ 90 km/h (vượt quá giới hạn 70 km/h) và tiếp tục chạy khi đèn tín hiệu chuyển sang đỏ mà không chờ đèn xanh. Hành vi nào là vi phạm pháp luật giao thông và quy định nào áp dụng?
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:"
"Vào ngày 12 tháng 5 năm 2024, lúc 22h30, tại quận Hóc Môn, Việt Nam, một chiếc xe máy loại 125cc của anh A đang đi trên đường bộ quốc gia 51 (đường hầm 4 làn) từ phía Nam qua trung tâm thành phố, gặp một cảnh báo an toàn tại khu vực giao lộ với đường 2 làn. Khi vào giao lộ, anh A: (1) vượt quá tốc độ quy định 50 km/h, chạy với tốc độ 70 km/h và (2) hành vi lái xe không đội mũ bảo hiểm (điều 22 Luật Giao thông đường bộ). Hỏi: Anh A đã vi phạm luật giao thông như thế nào và mức phạt tối thiểu mà cơ quan chức năng có thể áp dụng?","Đối với tình huống: Bạn có thể cho tôi biết mức phạt tối thiểu và tối đa (tính bằng đồng) mà một người lái xe có thể phải trả khi vi phạm quy định tốc độ và không đội mũ bảo hiểm trong một vụ vi phạm duy nhất?
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:
Bạn có thể bị phạt tối thiểu 1,000,000 VND và tối đa 2,000,000 VND, đồng thời có thể bị tạm giữ giấy phép lái xe trong 3 tháng khi vi phạm tốc độ và không đội mũ bảo hiểm trong một vụ vi phạm duy nhất."
"Vào lúc 6 giờ sáng ngày 12 tháng 4 năm 2024, trên đường tỉnh lộ 2 ở khu vực giữa huyện Bình Trị Đông và Vĩnh Yên, một chiếc xe tải tải hàng đang di chuyển với tốc độ 80 km/h trong vùng hạn tốc 60 km/h, không giấu biển hiệu dừng và bỏ qua đèn giao thông đỏ để tiếp tục di chuyển. Trong cùng tình huống này, những hành vi vi phạm giao thông nào đã được thực hiện?","Đối với tình huống: Vào lúc 6 giờ sáng ngày 12 tháng 4 năm 2024, trên đường tỉnh lộ 2 ở khu vực giữa huyện Bình Trị Đông và Vĩnh Yên, một chiếc xe tải tải hàng đang di chuyển với tốc độ 80 km/h trong vùng hạn tốc 60 km/h, không giấu biển hiệu dừng và bỏ qua đèn giao thông đỏ để tiếp tục di chuyển. Trong cùng tình huống này, những hành vi vi phạm giao thông nào đã được thực hiện?
Theo Luật Giao thông đường bộ Việt Nam, Luật Giao thông đường bộ, xử lý như sau:
1. Tăng tốc vượt giới hạn tốc độ
Xe tải di chuyển với tốc độ 80 km/h trong vùng hạn tốc 60 km/h.
Mức phạt tiền: từ 1,000,000 – 3,000,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 6 tháng.
2. Không dừng tại biển hiệu dừng
Xe tải không giấu biển hiệu dừng.
Mức phạt tiền: từ 500,000 – 1,500,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
3. Bỏ qua đèn giao thông đỏ
Xe tải bỏ qua đèn giao thông đỏ để tiếp tục di chuyển.
Mức phạt tiền: từ 500,000 – 1,500,000 đồng.
Hình phạt bổ sung: có thể bị tước Giấy phép lái xe 3 tháng.
Căn cứ: Luật Giao thông đường bộ, 70, điều; Luật Giao thông đường bộ, 71, điều; Luật Giao thông đường bộ, 72, điều.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng từ 2,000,000 đến 6,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng.
Nếu vi phạm đồng thời, tiền phạt được cộng dồn (tổng khoảng 2,000,000 – 6,000,000 đồng), và có nguy cơ bị tước GPLX tối đa 6 tháng."
"Trên đường cao tốc Hà Nội – Hải Phòng vào lúc 3 giờ chiều ngày 12/11/2023, một xe máy không đội mũ bảo hiểm, vượt qua cột đèn tín hiệu đỏ tại ngã tư Bạch Đằng và tiếp tục hành trình; đồng thời, một xe tải phía sau không giữ khoảng cách an toàn với xe máy, gây nguy hiểm cho giao thông. Hỏi, theo Bộ luật Giao thông đường bộ hiện hành, những quy định nào và điều nào áp dụng cho các hành vi vi phạm này?","Đối với tình huống: Trên đường cao tốc Hà Nội – Hải Phòng vào lúc 3 giờ chiều ngày 12/11/2023, một xe máy không đội mũ bảo hiểm, vượt qua cột đèn tín hiệu đỏ tại ngã tư Bạch Đằng và tiếp tục hành trình; đồng thời, một xe tải phía sau không giữ khoảng cách an toàn với xe máy, gây nguy hiểm cho giao thông. Hỏi, theo Bộ luật Giao thông đường bộ hiện hành, những quy định nào và điều nào áp dụng cho các hành vi vi phạm này?
Theo Luật Giao thông đường bộ Việt Nam, xử lý như sau:
**Answer**

The problem is a classic “maximum‑sum sub‑array” (Kadane’s algorithm).  
For each test case we read the array, run Kadane’s algorithm and output the
maximum sum.

--------------------------------------------------------------------

### Algorithm
For one test case

```
max_so_far = -∞
max_ending_here = 0

for each element x in the array
        max_ending_here = max_ending_here + x
        if max_so_far < max_ending_here
                max_so_far = max_ending_here
        if max_ending_here < 0
                max_ending_here = 0

output max_so_far
```

If all numbers are negative, the algorithm still works because `max_so_far`
is updated before `max_ending_here` is reset to 0.

--------------------------------------------------------------------

### Correctness Proof  

We prove that the algorithm outputs the maximum possible sum of a contiguous
sub‑array.

---

**Lemma 1**  
After processing the first *k* elements (`1 ≤ k ≤ N`), `max_ending_here`
equals the maximum sum of any sub‑array that ends at position *k*.

*Proof.*  
`max_ending_here` is initially 0.  
When the *k*-th element `a_k` is processed, the algorithm sets

```
max_ending_here = max_ending_here(previous) + a_k
```

If the previous value was negative, adding `a_k` would give a smaller sum
than starting a new sub‑array at `a_k`. In that case the algorithm resets
`max_ending_here` to 0 before adding `a_k`, which is equivalent to
starting a new sub‑array at `a_k`.  
Thus after the update, `max_ending_here` is exactly the best sum of a
sub‑array ending at position *k*. ∎



**Lemma 2**  
After processing the first *k* elements, `max_so_far` equals the maximum
sum of any sub‑array that lies entirely within the first *k* elements.

*Proof.*  
`max_so_far` is updated whenever `max_ending_here` becomes larger.
By Lemma&nbsp;1, `max_ending_here` is the best sum of a sub‑array ending at
the current position. Therefore, whenever a new maximum sum appears among
all sub‑arrays ending at positions `1 … k`, `max_so_far` records it.
Consequently, after the *k*-th iteration `max_so_far` is the maximum sum
over all sub‑arrays that start and end within the first *k* elements. ∎



**Theorem**  
After the loop terminates, `max_so_far` equals the maximum sum of any
contiguous sub‑array of the whole array.

*Proof.*  
After the last iteration (`k = N`) Lemma&nbsp;2 tells us that `max_so_far`
is the maximum sum over all sub‑arrays that lie within the first `N`
elements, i.e. over the entire array. This is exactly the required
maximum sub‑array sum. ∎



--------------------------------------------------------------------

### Complexity Analysis

For each test case the algorithm scans the array once.

* **Time**: `O(N)`  
* **Memory**: `O(1)` (only a few integer variables)

--------------------------------------------------------------------

### Reference Implementation (Python 3)

```python
import sys

def solve() -> None:
    data = list(map(int, sys.stdin.buffer.read().split()))
    if not data:
        return
    t = data[0]
    idx = 1
    out_lines = []

    for _ in range(t):
        n = data[idx]
        idx += 1
        arr = data[idx: idx + n]
        idx += n

        max_so_far = -10**18          # sufficiently small
        max_ending_here = 0

        for x in arr:
            max_ending_here += x
            if max_ending_here > max_so_far:
                max_so_far = max_ending_here
            if max_ending_here < 0:
                max_ending_here = 0

        out_lines.append(str(max_so_far))

    sys.stdout.write(""\n"".join(out_lines))

if __name__ == ""__main__"":
    solve()
```

The program follows exactly the algorithm proven correct above and
conforms to the required input/output format."
